#separator:Tab
#html:true
#columns:word	sentence	translation	additional translations	wiktionary link	attributions
如此	那是我第一次见到汤姆<b>如此</b>生气。	That was the first time I'd seen Tom so angry.	That was the first time that I'd seen Tom so angry.	https://en.m.wiktionary.org/wiki/如此#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4809297 (CK) & #4815183 (McMeao)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #7185496 (CK) & #4815183 (McMeao)
带来	你永远猜不到汤姆<b>带来</b>了什么。	You'll never guess what Tom brought with him.		https://en.m.wiktionary.org/wiki/帶來#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #10278449 (CK) & #5965705 (verdastelo9604)
中文	学<b>中文</b>的学生只有他们几个。	They are the only students who study Chinese.		https://en.m.wiktionary.org/wiki/中文#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #277510 (CK) & #431125 (GlossaMatik)
星期一	她沒有在星期天來找我，而是<b>星期一</b>。	She did not visit me on Sunday but on Monday.		https://en.m.wiktionary.org/wiki/星期一#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #316089 (CM) & #5382954 (egg0073)
回到	我一<b>回到</b>家就打电话给你。	I will give you a call as soon as I get home.		https://en.m.wiktionary.org/wiki/迴到#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #24211 (CK) & #401127 (fucongcong)
句子	翻译这个<b>句子</b>会很容易。	Translating this sentence will be very easy.		https://en.m.wiktionary.org/wiki/句子#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #961861 (CK) & #7068979 (la_kanro)
回去	差不多该<b>回去</b>了。	It's getting to be time for me to head back.		https://en.m.wiktionary.org/wiki/迴去#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4632204 (mactrey) & #8924837 (crescat)
街	我很确定汤姆住在公园<b>街</b>。	I'm fairly certain Tom lives on Park Street.		https://en.m.wiktionary.org/wiki/街#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3619883 (CK) & #5550156 (verdastelo9604)
试图	我听说你在<b>试图</b>帮助汤姆的时候受伤了。	I heard you were injured trying to help Tom.		https://en.m.wiktionary.org/wiki/試圖#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3162144 (CK) & #5068235 (FeAst)
整个	我们<b>整个</b>夏天都和他们待在一起。	We stayed with them all through the summer.		https://en.m.wiktionary.org/wiki/整個#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #247743 (CK) & #333073 (fucongcong)
新车	汤姆昨天没有买<b>新车</b>吧？	Tom didn't buy a new car yesterday, did he?		https://en.m.wiktionary.org/wiki/新車#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1026444 (CK) & #10086126 (ColawithIce)
条	这是<b>条</b>有趣的信息。	That's an interesting piece of information.		https://en.m.wiktionary.org/wiki/條#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #323528 (CK) & #7774607 (jiangche)
裙子	请你给我看一下这条<b>裙子</b>好吗？	Would you please show me that skirt?		https://en.m.wiktionary.org/wiki/裙子#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #52318 (CK) & #334039 (fucongcong)
拥有	<b>拥有</b>一切的人可能会失去一切。	One who has everything can lose everything.		https://en.m.wiktionary.org/wiki/擁有#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1538983 (SHamp) & #796651 (fucongcong)
邀请	我<b>邀请</b>他去派对，他接受了。	I invited him to the party and he accepted.		https://en.m.wiktionary.org/wiki/邀請#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #247021 (CK) & #794135 (fucongcong)
受到	除了我，每个人都<b>受到</b>了邀请。	Everyone except me was invited.		https://en.m.wiktionary.org/wiki/受到#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #262461 (CK) & #390477 (fucongcong)
聚会	我不想去汤姆的<b>聚会</b>。	I don't want to go to Tom's birthday party.		https://en.m.wiktionary.org/wiki/聚會#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2028612 (CK) & #5663587 (verdastelo9604)
身体	他担心他父亲的<b>身体</b>。	He is concerned about his father's illness.		https://en.m.wiktionary.org/wiki/身體#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #303363 (CK) & #343946 (fucongcong)
来看	你睡觉的时候，一个女人<b>来看</b>过我们。	A woman visited us while you were sleeping.		https://en.m.wiktionary.org/wiki/來看#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #71375 (CK) & #813489 (fucongcong)
尽快	我需要<b>尽快</b>完成。	I need to complete it as soon as possible.		https://en.m.wiktionary.org/wiki/盡快#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3178644 (CK) & #5574771 (verdastelo9604)
有名	大家都想见到你，你太<b>有名</b>了！	Everyone wants to meet you. You're famous!		https://en.m.wiktionary.org/wiki/有名#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1468 (CK) & #334921 (fucongcong)
興趣	湯姆已經失去學習法語的<b>興趣</b>。	Tom has lost interest in studying French.	Tom has lost his interest in studying French.	https://en.m.wiktionary.org/wiki/興趣#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1025360 (CK) & #4805785 (umidake)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #4779012 (garborg) & #4805785 (umidake)
紧张	比赛前我一直都很<b>紧张</b>。	I always get nervous just before a match.		https://en.m.wiktionary.org/wiki/緊張#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #263519 (CK) & #2029470 (ydcok)
加拿大人	汤姆和一个叫玛丽的<b>加拿大人</b>结婚了。	Tom is married to a Canadian named Mary.		https://en.m.wiktionary.org/wiki/加拿大人#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #8272174 (CK) & #8696227 (crescat)
玩具	她的<b>玩具</b>是被她妹妹弄壞的。	Her toy was broken by her little sister.	It was her little sister that broke her toy.	https://en.m.wiktionary.org/wiki/玩具#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #777617 (eastasiastudent) & #777616 (egg0073)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #777618 (eastasiastudent) & #777616 (egg0073)
失敗	沒有你們的意見，我就<b>失敗</b>了。	Without your advice, I would've failed.		https://en.m.wiktionary.org/wiki/失敗#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6678700 (CK) & #900706 (Martha)
一会	请坐<b>一会</b>。	Please remain seated for a few minutes.		https://en.m.wiktionary.org/wiki/一會#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #53407 (CK) & #8685595 (crescat)
做好	我认为我能<b>做好</b>。	I think I'll be able to deal with that.		https://en.m.wiktionary.org/wiki/做好#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2619395 (AlanF_US) & #5967316 (verdastelo9604)
看法	我們的<b>看法</b>有一點不同。	We had a slight difference of opinion.		https://en.m.wiktionary.org/wiki/看法#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #23489 (CK) & #796060 (Martha)
流行	网球在学生中非常<b>流行</b>。	Tennis is very popular among students.		https://en.m.wiktionary.org/wiki/流行#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #39406 (Eldad) & #415644 (fucongcong)
词	我不知道这个<b>词</b>的意思。	I don't know the meaning of this word.		https://en.m.wiktionary.org/wiki/詞#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7772838 (sharris123) & #510777 (fucongcong)
护士	<b>护士</b>会告诉你怎么做。	The nurse will tell you how to do it.		https://en.m.wiktionary.org/wiki/護士#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #20988 (CK) & #332607 (fucongcong)
内	请在三天<b>内</b>回来。	Please come again in three days time.		https://en.m.wiktionary.org/wiki/內#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #504248 (blay_paul) & #784525 (fucongcong)
跑步	我父親每天早上都<b>跑步</b>。	My father goes jogging every morning.		https://en.m.wiktionary.org/wiki/跑步#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #319357 (CK) & #5964270 (xjjAstrus)
九点	在明天早上<b>九点</b>见可以吗？	Can we meet tomorrow morning at nine?		https://en.m.wiktionary.org/wiki/九點#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #10626064 (sundown) & #8734941 (crescat)
嫉妒	湯姆說他很<b>嫉妒</b>。	Tom said that he was really jealous.		https://en.m.wiktionary.org/wiki/嫉妒#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6529111 (CK) & #10040431 (verdastelo9604)
報紙	湯姆把<b>報紙</b>放在桌上。	Tom laid the newspaper on the table.		https://en.m.wiktionary.org/wiki/報紙#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3448774 (CK) & #5640730 (verdastelo9604)
下周	我想讓你<b>下周</b>回來。	I'd like you to come back next week.		https://en.m.wiktionary.org/wiki/下周#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2018837 (CK) & #6080276 (verdastelo9604)
設法	我<b>設法</b>讓他明白了。	I managed to make him understand it.		https://en.m.wiktionary.org/wiki/設法#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #284617 (CK) & #794076 (Martha)
毛衣	请问下，这件<b>毛衣</b>要多少钱？	Excuse me, how much is this sweater?		https://en.m.wiktionary.org/wiki/毛衣#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3380544 (passionstrings) & #8936377 (crescat)
方便	什麼時候對你來說是<b>方便</b>的？	When will it be convenient for you?		https://en.m.wiktionary.org/wiki/方便#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #71151 (CK) & #907253 (Martha)
當我	<b>當我</b>回家的時候，湯姆正在讀書。	When I came home, Tom was studying.		https://en.m.wiktionary.org/wiki/當我#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #246686 (CK) & #902953 (Martha)
求助	汤姆没有能<b>求助</b>的人。	Tom has no one to turn to for help.		https://en.m.wiktionary.org/wiki/求助#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1025328 (CK) & #5900169 (verdastelo9604)
永遠	他們說他<b>永遠</b>不會回來。	They say that he will never return.		https://en.m.wiktionary.org/wiki/永遠#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #293118 (CK) & #727886 (Martha)
美好	為這<b>美好</b>的晚餐謝謝你。	Thank you for the wonderful dinner.		https://en.m.wiktionary.org/wiki/美好#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #65186 (CK) & #872477 (Martha)
還沒有	我<b>還沒有</b>完成我的作業。	I haven't finished my homework yet.		https://en.m.wiktionary.org/wiki/還沒有#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #32599 (CK) & #846387 (Martha)
的車	如果用了你<b>的車</b>，你會介意嗎?	Would you mind if I used your car?		https://en.m.wiktionary.org/wiki/的車#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #70589 (CK) & #905809 (Martha)
剩下	幾乎沒<b>剩下</b>錢。	There was scarcely any money left.		https://en.m.wiktionary.org/wiki/剩下#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #64596 (CK) & #5819686 (verdastelo9604)
好好	請<b>好好</b>照顧你自己。	Please take good care of yourself.		https://en.m.wiktionary.org/wiki/好好#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #38469 (CK) & #860547 (Martha)
談	我不想<b>談</b>我自己。	I don't want to talk about myself.		https://en.m.wiktionary.org/wiki/談#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3010249 (CK) & #6325115 (verdastelo9604)
拉	他非常擅長<b>拉</b>小提琴。	He is very good at playing violin.		https://en.m.wiktionary.org/wiki/拉#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #289321 (CK) & #887778 (Martha)
喂	你今天早上<b>喂</b>过狗了吗？	Did you feed the dog this morning?		https://en.m.wiktionary.org/wiki/喂#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #242245 (xtofu80) & #333766 (fucongcong)
你好	休息几天会对<b>你好</b>的。	A few days' rest will do you good.		https://en.m.wiktionary.org/wiki/你好#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #73000 (CK) & #6822553 (basilhan)
湯姆現	<b>湯姆現</b>在能照顧自己了。	Tom can take care of himself now.		https://en.m.wiktionary.org/wiki/湯姆現#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6349130 (CK) & #10040347 (verdastelo9604)
味道	食物的<b>味道</b>讓我餓了。	The smell of food made me hungry.		https://en.m.wiktionary.org/wiki/味道#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #268660 (CK) & #895583 (Martha)
大約	她住在那裡<b>大約</b>5年了。	She lived there about five years.		https://en.m.wiktionary.org/wiki/大約#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #311073 (CK) & #859112 (Martha)
超市	這附近有<b>超市</b>嗎？	Is there a supermarket near here?		https://en.m.wiktionary.org/wiki/超市#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #57201 (CK) & #861308 (Martha)
點	我在10<b>點</b>左右去睡覺。	I went to sleep about 10 o'clock.		https://en.m.wiktionary.org/wiki/點#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #252404 (CK) & #879135 (Martha)
日	我出生於1972年10月10<b>日</b>。	I was born on October 10th, 1972.		https://en.m.wiktionary.org/wiki/日#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #852909 (piksea) & #876721 (Martha)
黑	我起来的时候天还是<b>黑</b>的呢。	I got up while it was still dark.		https://en.m.wiktionary.org/wiki/黑#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #321712 (CK) & #333411 (fucongcong)
碰	不要再<b>碰</b>我的东西。	Don't ever touch my things again.		https://en.m.wiktionary.org/wiki/碰#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4717615 (xorgy) & #8784007 (slo_oth)
人口	印度的<b>人口</b>有多少？	What is the population of India?		https://en.m.wiktionary.org/wiki/人口#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #65727 (CK) & #866059 (Martha)
鞋	你把你的<b>鞋</b>怎么了？	What did you do with your shoes?		https://en.m.wiktionary.org/wiki/鞋#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2642260 (CK) & #5640746 (verdastelo9604)
計程車	她搭<b>計程車</b>去醫院了。	She took a taxi to the hospital.	She went to the hospital by taxi.	https://en.m.wiktionary.org/wiki/計程車#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #316665 (CK) & #900623 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #1058266 (CK) & #900623 (Martha)
留	她<b>留</b>了很多钱给她儿子。	She left her son a lot of money.		https://en.m.wiktionary.org/wiki/留#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #315578 (CK) & #791534 (fucongcong)
拍照	請讓我為你<b>拍照</b>。	Please let me take your picture.		https://en.m.wiktionary.org/wiki/拍照#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #38836 (CK) & #856395 (Martha)
喝咖啡	我的朋友都不<b>喝咖啡</b>。	None of my friends drink coffee.		https://en.m.wiktionary.org/wiki/喝咖啡#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #252024 (CK) & #862713 (Martha)
夢	我的<b>夢</b>想是成為一名教師。	My dream is to become a teacher.		https://en.m.wiktionary.org/wiki/夢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #251938 (CK) & #891704 (Martha)
救	你不是<b>救</b>了我的那箇人嗎？	Aren't you the one who saved me?		https://en.m.wiktionary.org/wiki/救#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6099639 (CK) & #6472022 (verdastelo9604)
害羞	你不需要<b>害羞</b>。	You have no need to be ashamed.	There's no need to be embarrassed.	https://en.m.wiktionary.org/wiki/害羞#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #24804 (CK) & #745825 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #3824962 (CK) & #745825 (fucongcong)
假	你為什麼不請一天<b>假</b>？	Why don't you take the day off?		https://en.m.wiktionary.org/wiki/假#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #243009 (CK) & #903608 (Martha)
髮	湯姆戴假<b>髮</b>。	Tom wears a wig.		https://en.m.wiktionary.org/wiki/髮#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5428621 (CK) & #6936231 (verdastelo9604)
出租车	没必要叫<b>出租车</b>。	There's no need to hail a taxi.		https://en.m.wiktionary.org/wiki/齣租車#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5313708 (csmjj) & #2052722 (sadhen)
花園裡	<b>花園裡</b>沒有人。	There was nobody in the garden.		https://en.m.wiktionary.org/wiki/花園裡#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #278473 (CK) & #868493 (Martha)
能够	我希望<b>能够</b>戒烟。	I wish I could give up smoking.		https://en.m.wiktionary.org/wiki/能夠#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #40612 (sysko) & #333735 (fucongcong)
這間	他跟我在<b>這間</b>辦公室一起工作。	He works with me at the office.		https://en.m.wiktionary.org/wiki/這間#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #294636 (CK) & #880281 (Martha)
